tower_id,tower_name,region,network_type,capacity_date,total_bandwidth_gbps,used_bandwidth_gbps,available_bandwidth_gbps,utilization_pct,equipment_status,last_maintenance_date,next_scheduled_maintenance,expected_growth_pct,upgrade_recommended,estimated_capacity_exhaustion_date
TWR_IPH_002,4G Tower Taiping,Perak,4G,2024-11-16,53.1,42.6,10.4,80.4,Active,2024-10-11,2025-04-28,16.1,True,2025-08-08
TWR_KL_001,5G Tower KLCC,Kuala Lumpur,5G,2024-11-17,145.1,115.9,29.2,79.9,Active,2024-08-19,2025-05-09,24.2,False,2026-01-08
TWR_KL_002,5G Tower Bukit Bintang,Kuala Lumpur,5G,2024-11-17,143.5,101.6,41.9,70.8,Active,2024-08-19,2025-05-08,19.6,False,2025-12-27
TWR_KL_003,5G Tower Mont Kiara,Kuala Lumpur,5G,2024-11-17,118.4,90.4,27.9,76.4,Maintenance,2024-09-22,2025-02-26,22.8,False,2026-01-28
TWR_KL_004,5G Tower Cheras,Kuala Lumpur,5G,2024-11-17,132.6,110.3,22.3,83.2,Active,2024-08-27,2025-04-28,20.2,True,2025-12-05
TWR_KL_005,4G Tower Ampang,Kuala Lumpur,4G,2024-11-17,53.5,38.5,15.0,71.9,Degraded,2024-09-17,2025-05-06,19.6,False,2025-06-02
TWR_SEL_001,5G Tower Shah Alam,Selangor,5G,2024-11-17,124.7,87.4,37.3,70.1,Active,2024-09-14,2025-03-30,19.6,False,2026-03-24
TWR_SEL_002,5G Tower Petaling Jaya,Selangor,5G,2024-11-17,131.1,104.8,26.2,80.0,Active,2024-10-09,2025-03-21,19.1,False,2025-07-11
TWR_SEL_003,5G Tower Subang Jaya,Selangor,5G,2024-11-17,117.7,93.4,24.3,79.4,Active,2024-09-17,2025-05-15,18.0,False,2026-03-24
TWR_SEL_004,4G Tower Klang,Selangor,4G,2024-11-17,57.4,47.3,10.2,82.3,Active,2024-10-06,2025-03-26,18.3,True,2026-07-02
TWR_SEL_005,4G Tower Kajang,Selangor,4G,2024-11-17,55.7,47.1,8.6,84.6,Active,2024-09-11,2025-03-18,19.3,True,2026-05-29
TWR_PNG_001,5G Tower Georgetown,Penang,5G,2024-11-17,137.1,111.1,26.0,81.0,Active,2024-08-20,2025-03-26,22.2,True,2025-09-09
TWR_PNG_002,4G Tower Bayan Lepas,Penang,4G,2024-11-17,59.7,53.4,6.2,89.6,Active,2024-09-26,2025-04-26,19.2,True,2026-02-27
TWR_PNG_003,4G Tower Butterworth,Penang,4G,2024-11-17,68.9,50.0,18.9,72.5,Degraded,2024-09-21,2025-04-04,15.5,False,2026-03-31
TWR_JHR_001,5G Tower Johor Bahru Central,Johor,5G,2024-11-17,108.5,79.0,29.5,72.8,Degraded,2024-09-21,2025-02-22,17.7,False,2026-09-20
TWR_JHR_002,4G Tower Iskandar Puteri,Johor,4G,2024-11-17,60.6,51.7,8.8,85.4,Active,2024-10-05,2025-04-06,19.8,True,2026-05-10
TWR_JHR_003,4G Tower Skudai,Johor,4G,2024-11-17,60.8,45.0,15.8,74.0,Active,2024-10-09,2025-02-26,12.2,False,2026-04-25
TWR_SBH_001,4G Tower Kota Kinabalu,Sabah,4G,2024-11-17,59.0,43.5,15.4,73.8,Active,2024-08-25,2025-03-06,23.9,False,2026-08-23
TWR_SBH_002,4G Tower Sandakan,Sabah,4G,2024-11-17,68.7,55.1,13.6,80.2,Active,2024-10-02,2025-05-05,18.4,True,2025-05-20
TWR_SWK_001,4G Tower Kuching,Sarawak,4G,2024-11-17,50.1,44.1,6.0,88.0,Active,2024-09-16,2025-03-28,24.2,True,2025-07-05
TWR_SWK_002,4G Tower Miri,Sarawak,4G,2024-11-17,63.7,51.4,12.3,80.6,Active,2024-09-05,2025-04-25,15.2,True,2025-11-03
TWR_MLK_001,4G Tower Melaka Central,Melaka,4G,2024-11-17,62.5,46.9,15.6,75.0,Active,2024-10-01,2025-03-28,15.2,False,2026-09-04
TWR_IPH_001,4G Tower Ipoh,Perak,4G,2024-11-17,58.5,45.6,13.0,77.9,Active,2024-08-23,2025-03-03,16.1,False,2025-12-22
TWR_IPH_002,4G Tower Taiping,Perak,4G,2024-11-17,62.5,50.2,12.3,80.3,Active,2024-08-20,2025-03-16,14.9,True,2025-05-19
TWR_KL_001,5G Tower KLCC,Kuala Lumpur,5G,2024-11-18,105.1,79.2,25.9,75.3,Active,2024-08-31,2025-03-14,23.8,False,2026-05-13
TWR_KL_002,5G Tower Bukit Bintang,Kuala Lumpur,5G,2024-11-18,103.0,66.6,36.4,64.6,Degraded,2024-09-22,2025-03-12,14.2,False,2026-06-22
TWR_KL_003,5G Tower Mont Kiara,Kuala Lumpur,5G,2024-11-18,131.1,80.6,50.5,61.5,Active,2024-09-20,2025-02-23,15.3,False,2026-08-18
TWR_KL_004,5G Tower Cheras,Kuala Lumpur,5G,2024-11-18,145.1,99.5,45.7,68.5,Active,2024-09-25,2025-03-24,20.0,False,2025-07-31
TWR_KL_005,4G Tower Ampang,Kuala Lumpur,4G,2024-11-18,69.5,56.5,12.9,81.4,Active,2024-09-26,2025-05-16,15.8,True,2026-10-23
TWR_SEL_001,5G Tower Shah Alam,Selangor,5G,2024-11-18,107.9,76.6,31.3,71.0,Active,2024-08-25,2025-04-22,16.8,False,2025-10-21
TWR_SEL_002,5G Tower Petaling Jaya,Selangor,5G,2024-11-18,140.2,116.6,23.7,83.1,Active,2024-09-23,2025-04-24,18.5,True,2026-10-24
TWR_SEL_003,5G Tower Subang Jaya,Selangor,5G,2024-11-18,145.2,93.7,51.5,64.5,Active,2024-09-05,2025-03-03,12.1,False,2026-08-04
TWR_SEL_004,4G Tower Klang,Selangor,4G,2024-11-18,66.1,58.7,7.4,88.8,Active,2024-10-11,2025-03-23,21.6,True,2026-03-20
TWR_SEL_005,4G Tower Kajang,Selangor,4G,2024-11-18,62.6,45.2,17.4,72.2,Degraded,2024-08-26,2025-02-24,15.2,False,2026-09-16
TWR_PNG_001,5G Tower Georgetown,Penang,5G,2024-11-18,130.0,98.3,31.8,75.6,Active,2024-09-13,2025-03-05,12.0,False,2026-10-25
TWR_PNG_002,4G Tower Bayan Lepas,Penang,4G,2024-11-18,61.8,51.6,10.2,83.6,Active,2024-08-26,2025-04-28,22.3,True,2026-09-03
TWR_PNG_003,4G Tower Butterworth,Penang,4G,2024-11-18,54.3,40.6,13.7,74.8,Active,2024-09-16,2025-05-04,18.8,False,2025-10-14
TWR_JHR_001,5G Tower Johor Bahru Central,Johor,5G,2024-11-18,139.2,90.8,48.4,65.2,Degraded,2024-10-12,2025-03-28,19.6,False,2025-09-28
TWR_JHR_002,4G Tower Iskandar Puteri,Johor,4G,2024-11-18,54.6,46.6,8.0,85.3,Active,2024-09-17,2025-03-23,12.6,True,2025-11-22
TWR_JHR_003,4G Tower Skudai,Johor,4G,2024-11-18,50.1,42.1,8.1,83.9,Active,2024-10-03,2025-03-24,25.0,True,2026-05-25
TWR_SBH_001,4G Tower Kota Kinabalu,Sabah,4G,2024-11-18,55.4,38.8,16.5,70.1,Active,2024-09-16,2025-05-11,16.7,False,2025-05-25
TWR_SBH_002,4G Tower Sandakan,Sabah,4G,2024-11-18,64.5,55.2,9.3,85.6,Active,2024-08-23,2025-04-27,21.1,True,2025-12-18
TWR_SWK_001,4G Tower Kuching,Sarawak,4G,2024-11-18,60.0,42.5,17.5,70.8,Active,2024-10-01,2025-03-10,16.3,False,2025-12-06
TWR_SWK_002,4G Tower Miri,Sarawak,4G,2024-11-18,53.1,46.4,6.8,87.3,Active,2024-10-11,2025-03-17,12.2,True,2026-02-21
TWR_MLK_001,4G Tower Melaka Central,Melaka,4G,2024-11-18,65.3,54.8,10.5,83.9,Active,2024-08-27,2025-05-12,17.5,True,2026-09-16
TWR_IPH_001,4G Tower Ipoh,Perak,4G,2024-11-18,51.2,45.4,5.8,88.6,Active,2024-09-15,2025-04-21,19.5,True,2025-10-30
TWR_IPH_002,4G Tower Taiping,Perak,4G,2024-11-18,51.9,45.9,6.0,88.4,Active,2024-09-10,2025-04-05,21.2,True,2026-10-09
TWR_KL_001,5G Tower KLCC,Kuala Lumpur,5G,2024-11-19,145.6,104.1,41.5,71.5,Maintenance,2024-08-21,2025-03-09,20.7,False,2025-11-01
TWR_KL_002,5G Tower Bukit Bintang,Kuala Lumpur,5G,2024-11-19,137.8,94.4,43.4,68.5,Active,2024-10-12,2025-02-21,24.6,False,2026-06-27
TWR_KL_003,5G Tower Mont Kiara,Kuala Lumpur,5G,2024-11-19,133.5,84.7,48.8,63.5,Active,2024-08-22,2025-04-29,21.7,False,2025-06-04
TWR_KL_004,5G Tower Cheras,Kuala Lumpur,5G,2024-11-19,145.1,106.8,38.3,73.6,Active,2024-10-06,2025-02-22,23.2,False,2025-11-24
TWR_KL_005,4G Tower Ampang,Kuala Lumpur,4G,2024-11-19,55.8,49.8,6.0,89.3,Maintenance,2024-09-16,2025-03-10,14.5,True,2026-11-05
TWR_SEL_001,5G Tower Shah Alam,Selangor,5G,2024-11-19,129.2,101.6,27.6,78.6,Degraded,2024-09-30,2025-04-02,23.8,False,2026-08-20
TWR_SEL_002,5G Tower Petaling Jaya,Selangor,5G,2024-11-19,146.4,99.3,47.1,67.8,Active,2024-09-28,2025-04-05,20.9,False,2025-09-20
TWR_SEL_003,5G Tower Subang Jaya,Selangor,5G,2024-11-19,114.1,86.7,27.4,76.0,Active,2024-08-21,2025-03-29,17.7,False,2026-09-26
TWR_SEL_004,4G Tower Klang,Selangor,4G,2024-11-19,63.4,45.6,17.8,72.0,Degraded,2024-09-13,2025-03-22,20.0,False,2025-10-28
TWR_SEL_005,4G Tower Kajang,Selangor,4G,2024-11-19,63.1,55.7,7.4,88.3,Active,2024-10-13,2025-05-04,22.0,True,2026-09-20
TWR_PNG_001,5G Tower Georgetown,Penang,5G,2024-11-19,101.2,78.7,22.6,77.7,Active,2024-09-13,2025-03-19,18.9,False,2026-05-07
TWR_PNG_002,4G Tower Bayan Lepas,Penang,4G,2024-11-19,55.0,49.3,5.7,89.6,Active,2024-10-03,2025-05-13,21.5,True,2026-07-31
TWR_PNG_003,4G Tower Butterworth,Penang,4G,2024-11-19,51.0,36.3,14.6,71.3,Degraded,2024-09-26,2025-03-14,13.2,False,2026-01-10
TWR_JHR_001,5G Tower Johor Bahru Central,Johor,5G,2024-11-19,127.5,93.0,34.5,72.9,Active,2024-10-02,2025-03-02,19.0,False,2026-09-28
TWR_JHR_002,4G Tower Iskandar Puteri,Johor,4G,2024-11-19,61.4,50.0,11.4,81.4,Active,2024-09-29,2025-05-01,20.4,True,2026-04-22
TWR_JHR_003,4G Tower Skudai,Johor,4G,2024-11-19,60.4,50.9,9.5,84.3,Active,2024-10-10,2025-04-24,23.6,True,2026-01-12
TWR_SBH_001,4G Tower Kota Kinabalu,Sabah,4G,2024-11-19,68.5,60.5,8.0,88.3,Active,2024-09-13,2025-05-03,22.5,True,2025-10-04
TWR_SBH_002,4G Tower Sandakan,Sabah,4G,2024-11-19,57.7,47.7,10.0,82.7,Active,2024-10-09,2025-04-27,12.4,True,2026-01-06
TWR_SWK_001,4G Tower Kuching,Sarawak,4G,2024-11-19,59.4,42.9,16.6,72.1,Degraded,2024-08-27,2025-02-17,12.4,False,2026-03-25
TWR_SWK_002,4G Tower Miri,Sarawak,4G,2024-11-19,58.6,49.3,9.3,84.2,Active,2024-08-30,2025-04-25,17.8,True,2026-05-30
TWR_MLK_001,4G Tower Melaka Central,Melaka,4G,2024-11-19,53.2,42.4,10.7,79.8,Active,2024-10-08,2025-05-08,14.6,False,2026-05-20
TWR_IPH_001,4G Tower Ipoh,Perak,4G,2024-11-19,60.7,53.5,7.2,88.2,Active,2024-09-22,2025-05-13,22.0,True,2025-06-14
TWR_IPH_002,4G Tower Taiping,Perak,4G,2024-11-19,65.6,49.4,16.3,75.2,Degraded,2024-10-01,2025-03-23,24.7,False,2026-06-13
TWR_KL_001,5G Tower KLCC,Kuala Lumpur,5G,2024-11-20,105.4,87.3,18.1,82.8,Active,2024-10-15,2025-03-05,20.5,True,2025-07-31
TWR_KL_002,5G Tower Bukit Bintang,Kuala Lumpur,5G,2024-11-20,146.0,107.4,38.6,73.6,Active,2024-10-03,2025-03-26,16.4,False,2025-10-14
TWR_KL_003,5G Tower Mont Kiara,Kuala Lumpur,5G,2024-11-20,126.3,104.5,21.7,82.8,Degraded,2024-09-10,2025-03-27,16.9,True,2025-08-24
TWR_KL_004,5G Tower Cheras,Kuala Lumpur,5G,2024-11-20,121.6,81.7,39.9,67.2,Active,2024-10-20,2025-05-02,18.2,False,2026-05-19
TWR_KL_005,4G Tower Ampang,Kuala Lumpur,4G,2024-11-20,61.3,55.2,6.1,90.0,Active,2024-09-12,2025-03-31,23.4,True,2026-01-24
TWR_SEL_001,5G Tower Shah Alam,Selangor,5G,2024-11-20,130.4,99.6,30.8,76.4,Active,2024-10-20,2025-05-16,23.0,False,2026-02-15
TWR_SEL_002,5G Tower Petaling Jaya,Selangor,5G,2024-11-20,106.6,89.9,16.7,84.4,Active,2024-09-04,2025-04-10,17.6,True,2026-05-03
TWR_SEL_003,5G Tower Subang Jaya,Selangor,5G,2024-11-20,142.4,91.5,50.9,64.2,Active,2024-09-16,2025-04-17,13.9,False,2025-10-17
TWR_SEL_004,4G Tower Klang,Selangor,4G,2024-11-20,58.3,45.4,12.9,77.9,Degraded,2024-10-05,2025-05-06,23.5,False,2026-09-04
TWR_SEL_005,4G Tower Kajang,Selangor,4G,2024-11-20,66.1,50.9,15.2,77.0,Active,2024-09-14,2025-03-25,23.3,False,2025-06-29
TWR_PNG_001,5G Tower Georgetown,Penang,5G,2024-11-20,148.5,108.6,39.9,73.1,Active,2024-08-31,2025-04-30,17.7,False,2026-05-10
TWR_PNG_002,4G Tower Bayan Lepas,Penang,4G,2024-11-20,55.7,41.7,14.0,74.9,Active,2024-09-18,2025-03-18,23.9,False,2026-03-21
TWR_PNG_003,4G Tower Butterworth,Penang,4G,2024-11-20,65.3,47.6,17.8,72.8,Degraded,2024-10-08,2025-04-14,12.7,False,2026-10-07
TWR_JHR_001,5G Tower Johor Bahru Central,Johor,5G,2024-11-20,101.3,74.6,26.7,73.6,Active,2024-08-30,2025-03-25,14.5,False,2026-07-20
TWR_JHR_002,4G Tower Iskandar Puteri,Johor,4G,2024-11-20,69.1,48.9,20.3,70.7,Active,2024-09-24,2025-04-08,17.7,False,2026-07-25
TWR_JHR_003,4G Tower Skudai,Johor,4G,2024-11-20,63.7,54.8,8.9,86.1,Active,2024-09-21,2025-03-30,18.5,True,2026-03-09
TWR_SBH_001,4G Tower Kota Kinabalu,Sabah,4G,2024-11-20,54.5,38.5,16.0,70.7,Active,2024-09-12,2025-03-03,20.9,False,2025-09-03
TWR_SBH_002,4G Tower Sandakan,Sabah,4G,2024-11-20,58.9,44.0,14.9,74.7,Active,2024-10-10,2025-03-19,21.4,False,2025-11-03
TWR_SWK_001,4G Tower Kuching,Sarawak,4G,2024-11-20,53.7,39.6,14.1,73.8,Active,2024-08-31,2025-03-27,22.9,False,2025-10-08
TWR_SWK_002,4G Tower Miri,Sarawak,4G,2024-11-20,52.1,46.4,5.7,89.1,Active,2024-09-19,2025-04-18,22.5,True,2025-05-23
TWR_MLK_001,4G Tower Melaka Central,Melaka,4G,2024-11-20,64.8,55.1,9.7,85.0,Active,2024-09-15,2025-04-03,14.7,True,2025-11-06
TWR_IPH_001,4G Tower Ipoh,Perak,4G,2024-11-20,56.6,47.5,9.1,83.9,Active,2024-09-12,2025-03-01,17.7,True,2025-11-28
TWR_IPH_002,4G Tower Taiping,Perak,4G,2024-11-20,67.4,56.4,11.0,83.7,Active,2024-10-14,2025-02-18,15.3,True,2025-06-01
TWR_KL_001,5G Tower KLCC,Kuala Lumpur,5G,2024-11-21,112.2,90.9,21.4,81.0,Active,2024-09-18,2025-04-20,13.9,True,2026-05-02
TWR_KL_002,5G Tower Bukit Bintang,Kuala Lumpur,5G,2024-11-21,125.3,105.9,19.5,84.5,Active,2024-09-09,2025-04-25,23.7,True,2026-03-13
TWR_KL_003,5G Tower Mont Kiara,Kuala Lumpur,5G,2024-11-21,126.9,92.3,34.5,72.8,Active,2024-08-27,2025-04-20,13.0,False,2026-06-24
TWR_KL_004,5G Tower Cheras,Kuala Lumpur,5G,2024-11-21,116.4,70.6,45.9,60.6,Degraded,2024-09-27,2025-02-25,19.6,False,2026-07-25
TWR_KL_005,4G Tower Ampang,Kuala Lumpur,4G,2024-11-21,65.0,51.3,13.7,79.0,Active,2024-09-12,2025-03-16,17.3,False,2026-09-03
TWR_SEL_001,5G Tower Shah Alam,Selangor,5G,2024-11-21,105.0,65.3,39.7,62.2,Active,2024-10-15,2025-04-05,18.4,False,2025-08-30
TWR_SEL_002,5G Tower Petaling Jaya,Selangor,5G,2024-11-21,123.1,89.1,34.1,72.3,Active,2024-09-28,2025-02-20,12.4,False,2025-08-22
TWR_SEL_003,5G Tower Subang Jaya,Selangor,5G,2024-11-21,127.1,99.8,27.3,78.5,Maintenance,2024-09-12,2025-03-02,15.9,False,2026-09-13
TWR_SEL_004,4G Tower Klang,Selangor,4G,2024-11-21,63.3,49.7,13.5,78.6,Active,2024-10-14,2025-04-01,17.7,False,2025-07-04
TWR_SEL_005,4G Tower Kajang,Selangor,4G,2024-11-21,50.6,44.0,6.6,86.9,Active,2024-09-04,2025-03-27,15.4,True,2025-11-20
TWR_PNG_001,5G Tower Georgetown,Penang,5G,2024-11-21,143.2,95.6,47.5,66.8,Degraded,2024-09-20,2025-02-23,24.3,False,2025-10-09
TWR_PNG_002,4G Tower Bayan Lepas,Penang,4G,2024-11-21,60.2,44.5,15.7,73.9,Active,2024-09-21,2025-03-15,21.4,False,2025-09-10
TWR_PNG_003,4G Tower Butterworth,Penang,4G,2024-11-21,68.6,58.3,10.3,85.0,Active,2024-09-10,2025-03-10,15.1,True,2026-09-01
TWR_JHR_001,5G Tower Johor Bahru Central,Johor,5G,2024-11-21,139.1,105.7,33.4,76.0,Active,2024-10-18,2025-04-04,21.6,False,2026-06-07
TWR_JHR_002,4G Tower Iskandar Puteri,Johor,4G,2024-11-21,51.0,45.7,5.3,89.6,Active,2024-10-09,2025-03-17,19.7,True,2026-01-31
TWR_JHR_003,4G Tower Skudai,Johor,4G,2024-11-21,65.3,50.9,14.4,77.9,Degraded,2024-10-03,2025-05-03,22.8,False,2026-11-12
TWR_SBH_001,4G Tower Kota Kinabalu,Sabah,4G,2024-11-21,53.9,39.7,14.2,73.6,Degraded,2024-09-09,2025-02-24,17.0,False,2026-01-31
TWR_SBH_002,4G Tower Sandakan,Sabah,4G,2024-11-21,65.5,58.1,7.4,88.7,Active,2024-08-24,2025-02-24,20.7,True,2026-10-15
TWR_SWK_001,4G Tower Kuching,Sarawak,4G,2024-11-21,66.1,58.5,7.7,88.4,Degraded,2024-08-29,2025-05-17,18.0,True,2026-03-27
TWR_SWK_002,4G Tower Miri,Sarawak,4G,2024-11-21,66.0,51.8,14.2,78.5,Active,2024-10-09,2025-03-07,19.1,False,2025-09-28
TWR_MLK_001,4G Tower Melaka Central,Melaka,4G,2024-11-21,55.6,47.9,7.7,86.2,Active,2024-10-16,2025-03-21,16.6,True,2025-08-30
TWR_IPH_001,4G Tower Ipoh,Perak,4G,2024-11-21,69.7,53.5,16.2,76.7,Active,2024-09-03,2025-03-22,14.3,False,2026-08-15
TWR_IPH_002,4G Tower Taiping,Perak,4G,2024-11-21,69.8,57.8,12.0,82.9,Active,2024-09-06,2025-04-07,23.4,True,2026-02-23
TWR_KL_001,5G Tower KLCC,Kuala Lumpur,5G,2024-11-22,140.6,85.6,55.0,60.9,Active,2024-09-29,2025-03-08,23.9,False,2025-07-15
TWR_KL_002,5G Tower Bukit Bintang,Kuala Lumpur,5G,2024-11-22,127.0,87.2,39.8,68.7,Active,2024-09-01,2025-03-16,13.5,False,2026-03-29
TWR_KL_003,5G Tower Mont Kiara,Kuala Lumpur,5G,2024-11-22,113.2,76.4,36.8,67.5,Active,2024-08-24,2025-05-14,12.4,False,2026-08-05
TWR_KL_004,5G Tower Cheras,Kuala Lumpur,5G,2024-11-22,141.8,85.6,56.2,60.4,Active,2024-10-06,2025-04-12,17.3,False,2026-04-21
TWR_KL_005,4G Tower Ampang,Kuala Lumpur,4G,2024-11-22,64.1,45.0,19.0,70.3,Active,2024-10-11,2025-04-19,14.1,False,2026-05-31
TWR_SEL_001,5G Tower Shah Alam,Selangor,5G,2024-11-22,132.8,99.9,32.9,75.2,Active,2024-09-11,2025-04-07,14.0,False,2025-07-31
TWR_SEL_002,5G Tower Petaling Jaya,Selangor,5G,2024-11-22,121.5,85.2,36.3,70.1,Active,2024-10-22,2025-02-24,16.3,False,2026-10-14
TWR_SEL_003,5G Tower Subang Jaya,Selangor,5G,2024-11-22,124.4,84.9,39.5,68.3,Active,2024-10-10,2025-03-09,16.5,False,2025-06-03
TWR_SEL_004,4G Tower Klang,Selangor,4G,2024-11-22,56.1,49.5,6.7,88.1,Active,2024-09-11,2025-04-08,12.6,True,2026-08-01
TWR_SEL_005,4G Tower Kajang,Selangor,4G,2024-11-22,68.6,59.9,8.7,87.3,Active,2024-08-29,2025-03-04,20.7,True,2025-12-02
TWR_PNG_001,5G Tower Georgetown,Penang,5G,2024-11-22,132.0,107.2,24.8,81.2,Active,2024-10-17,2025-04-29,22.5,True,2026-11-12
TWR_PNG_002,4G Tower Bayan Lepas,Penang,4G,2024-11-22,58.5,41.4,17.1,70.8,Active,2024-09-23,2025-04-30,20.6,False,2025-06-28
TWR_PNG_003,4G Tower Butterworth,Penang,4G,2024-11-22,55.7,39.6,16.1,71.1,Active,2024-09-20,2025-04-12,15.3,False,2025-10-02
TWR_JHR_001,5G Tower Johor Bahru Central,Johor,5G,2024-11-22,118.0,83.0,35.0,70.3,Active,2024-10-04,2025-02-23,22.2,False,2026-02-15
TWR_JHR_002,4G Tower Iskandar Puteri,Johor,4G,2024-11-22,57.7,47.7,10.0,82.6,Active,2024-08-27,2025-04-13,21.4,True,2025-09-18
TWR_JHR_003,4G Tower Skudai,Johor,4G,2024-11-22,64.6,58.0,6.7,89.7,Active,2024-09-08,2025-04-02,17.4,True,2025-10-25
TWR_SBH_001,4G Tower Kota Kinabalu,Sabah,4G,2024-11-22,58.8,51.3,7.5,87.3,Active,2024-10-23,2025-03-26,21.8,True,2026-10-07
TWR_SBH_002,4G Tower Sandakan,Sabah,4G,2024-11-22,68.2,61.2,7.0,89.8,Active,2024-10-22,2025-03-13,16.3,True,2025-08-06
TWR_SWK_001,4G Tower Kuching,Sarawak,4G,2024-11-22,64.8,47.9,16.9,73.9,Active,2024-09-27,2025-03-14,16.3,False,2026-05-31
TWR_SWK_002,4G Tower Miri,Sarawak,4G,2024-11-22,64.0,45.0,19.0,70.3,Active,2024-09-24,2025-04-02,12.9,False,2026-03-03
TWR_MLK_001,4G Tower Melaka Central,Melaka,4G,2024-11-22,57.6,50.7,6.9,88.0,Degraded,2024-10-07,2025-04-20,24.9,True,2026-04-27
TWR_IPH_001,4G Tower Ipoh,Perak,4G,2024-11-22,63.9,57.4,6.4,89.9,Degraded,2024-09-09,2025-04-28,20.9,True,2025-08-04
TWR_IPH_002,4G Tower Taiping,Perak,4G,2024-11-22,62.4,52.6,9.7,84.4,Degraded,2024-09-12,2025-03-30,21.6,True,2025-07-27
TWR_KL_001,5G Tower KLCC,Kuala Lumpur,5G,2024-11-23,110.7,75.2,35.5,67.9,Active,2024-08-31,2025-02-23,12.9,False,2026-09-27
TWR_KL_002,5G Tower Bukit Bintang,Kuala Lumpur,5G,2024-11-23,124.8,88.0,36.7,70.6,Active,2024-09-27,2025-03-09,14.0,False,2026-11-01
TWR_KL_003,5G Tower Mont Kiara,Kuala Lumpur,5G,2024-11-23,107.8,90.2,17.6,83.7,Active,2024-09-07,2025-05-22,23.6,True,2026-08-30
TWR_KL_004,5G Tower Cheras,Kuala Lumpur,5G,2024-11-23,111.1,85.4,25.7,76.9,Active,2024-10-20,2025-05-20,20.1,False,2026-07-13
TWR_KL_005,4G Tower Ampang,Kuala Lumpur,4G,2024-11-23,59.7,47.3,12.4,79.3,Active,2024-09-14,2025-03-20,20.1,False,2025-06-02
TWR_SEL_001,5G Tower Shah Alam,Selangor,5G,2024-11-23,148.4,125.0,23.4,84.2,Active,2024-09-08,2025-04-08,18.8,True,2026-07-06
TWR_SEL_002,5G Tower Petaling Jaya,Selangor,5G,2024-11-23,108.3,90.6,17.7,83.7,Active,2024-10-08,2025-04-09,24.6,True,2026-09-25
TWR_SEL_003,5G Tower Subang Jaya,Selangor,5G,2024-11-23,128.6,93.0,35.6,72.3,Active,2024-10-20,2025-04-02,23.9,False,2026-04-11
TWR_SEL_004,4G Tower Klang,Selangor,4G,2024-11-23,64.6,45.6,19.0,70.5,Active,2024-10-04,2025-04-25,17.8,False,2025-11-26
TWR_SEL_005,4G Tower Kajang,Selangor,4G,2024-11-23,59.4,43.4,16.1,72.9,Active,2024-10-02,2025-03-10,24.9,False,2026-11-04
TWR_PNG_001,5G Tower Georgetown,Penang,5G,2024-11-23,105.5,69.9,35.6,66.2,Degraded,2024-08-30,2025-04-23,14.3,False,2025-06-22
TWR_PNG_002,4G Tower Bayan Lepas,Penang,4G,2024-11-23,60.9,45.4,15.5,74.6,Active,2024-09-15,2025-03-05,24.7,False,2025-10-22
TWR_PNG_003,4G Tower Butterworth,Penang,4G,2024-11-23,53.9,40.6,13.3,75.4,Degraded,2024-09-20,2025-04-11,12.3,False,2025-07-15
TWR_JHR_001,5G Tower Johor Bahru Central,Johor,5G,2024-11-23,143.7,98.2,45.6,68.3,Active,2024-10-01,2025-03-28,17.3,False,2026-04-22
TWR_JHR_002,4G Tower Iskandar Puteri,Johor,4G,2024-11-23,62.4,49.1,13.3,78.6,Active,2024-10-21,2025-04-01,19.8,False,2026-10-21
TWR_JHR_003,4G Tower Skudai,Johor,4G,2024-11-23,54.5,38.7,15.8,70.9,Maintenance,2024-09-22,2025-05-07,17.0,False,2025-10-10
TWR_SBH_001,4G Tower Kota Kinabalu,Sabah,4G,2024-11-23,52.3,40.4,11.9,77.3,Active,2024-10-20,2025-05-01,14.8,False,2026-03-27
TWR_SBH_002,4G Tower Sandakan,Sabah,4G,2024-11-23,54.6,38.4,16.1,70.4,Active,2024-08-29,2025-03-31,24.2,False,2026-05-05
TWR_SWK_001,4G Tower Kuching,Sarawak,4G,2024-11-23,67.3,51.1,16.2,75.9,Active,2024-10-05,2025-04-24,20.0,False,2025-06-18
TWR_SWK_002,4G Tower Miri,Sarawak,4G,2024-11-23,67.7,55.8,11.9,82.5,Active,2024-08-28,2025-05-02,16.9,True,2026-10-30
TWR_MLK_001,4G Tower Melaka Central,Melaka,4G,2024-11-23,56.7,49.1,7.6,86.6,Active,2024-09-14,2025-02-23,22.5,True,2025-10-12
TWR_IPH_001,4G Tower Ipoh,Perak,4G,2024-11-23,67.8,49.7,18.2,73.2,Active,2024-09-05,2025-02-28,20.1,False,2026-01-15
TWR_IPH_002,4G Tower Taiping,Perak,4G,2024-11-23,64.0,51.7,12.3,80.8,Active,2024-09-21,2025-05-04,19.3,True,2026-01-04
TWR_KL_001,5G Tower KLCC,Kuala Lumpur,5G,2024-11-24,143.4,113.8,29.6,79.4,Active,2024-10-06,2025-04-27,20.8,False,2025-10-19
TWR_KL_002,5G Tower Bukit Bintang,Kuala Lumpur,5G,2024-11-24,141.4,97.8,43.6,69.2,Maintenance,2024-09-17,2025-03-01,19.0,False,2026-03-21
TWR_KL_003,5G Tower Mont Kiara,Kuala Lumpur,5G,2024-11-24,101.5,68.0,33.5,67.0,Active,2024-10-16,2025-03-09,24.4,False,2026-01-02
