customer_id,customer_segment,region,signup_date,plan_type,monthly_revenue,tenure_months,is_churned,churn_date,churn_reason
CUST_001305,Postpaid,Johor,2022-07-08,NovaConnect 5G Postpaid 80,98,28,False,,
CUST_001306,Prepaid,Melaka,2021-07-21,NovaConnect Prepaid Basic,20,39,False,,
CUST_001307,Prepaid,Selangor,2022-05-22,NovaConnect Prepaid Plus,30,29,False,,
CUST_001308,Prepaid,Sabah,2022-05-29,NovaConnect Prepaid Basic,20,29,False,,
CUST_001309,Prepaid,Penang,2021-10-13,NovaConnect Prepaid Plus,30,37,False,,
CUST_001310,Prepaid,Perak,2024-08-29,NovaConnect Prepaid Basic,20,2,False,,
CUST_001311,Postpaid,Penang,2023-10-05,NovaConnect 5G Postpaid 80,98,13,False,,
CUST_001312,Prepaid,Johor,2022-10-04,NovaConnect Prepaid Basic,20,25,False,,
CUST_001313,Prepaid,Sabah,2021-04-29,NovaConnect Prepaid Plus,30,42,False,,
CUST_001314,Postpaid,Sarawak,2022-10-18,NovaConnect Postpaid 60,78,24,False,,
CUST_001315,Enterprise,Selangor,2023-10-15,NovaConnect Enterprise 500,2499,12,False,,
CUST_001316,Business,Sarawak,2021-06-19,NovaConnect Business Elite,399,41,False,,
CUST_001317,Prepaid,Penang,2019-11-18,NovaConnect Prepaid Basic,20,60,False,,
CUST_001318,Postpaid,Sarawak,2022-11-13,NovaConnect Postpaid 40,58,23,False,,
CUST_001319,Postpaid,Johor,2020-11-25,NovaConnect Postpaid 60,78,47,False,,
CUST_001320,Enterprise,Selangor,2022-08-17,NovaConnect Enterprise 300,1599,26,False,,
CUST_001321,Postpaid,Sarawak,2021-06-18,NovaConnect Postpaid 40,58,41,False,,
CUST_001322,Prepaid,Penang,2022-01-23,NovaConnect Prepaid Plus,30,33,False,,
CUST_001323,Postpaid,Selangor,2022-12-16,NovaConnect Postpaid 40,58,22,False,,
CUST_001324,Postpaid,Sabah,2021-10-29,NovaConnect 5G Postpaid 80,98,36,False,,
CUST_001325,Postpaid,Kuala Lumpur,2023-06-03,NovaConnect Postpaid 60,78,17,False,,
CUST_001326,Postpaid,Melaka,2024-02-11,NovaConnect 5G Postpaid 100,128,8,False,,
CUST_001327,Postpaid,Selangor,2019-11-07,NovaConnect Postpaid 60,78,60,False,,
CUST_001328,Postpaid,Melaka,2020-04-18,NovaConnect Postpaid 60,78,55,True,2024-10-07,Pricing - Switched to U Mobile
CUST_001329,Business,Kuala Lumpur,2024-09-27,NovaConnect Business Pro,299,1,False,,
CUST_001330,Prepaid,Selangor,2021-10-05,NovaConnect Prepaid Plus,30,37,True,2024-10-13,Pricing - Switched to U Mobile
CUST_001331,Prepaid,Sarawak,2021-11-28,NovaConnect Prepaid Plus,30,35,False,,
CUST_001332,Prepaid,Johor,2024-08-06,NovaConnect Prepaid Plus,30,2,False,,
CUST_001333,Postpaid,Melaka,2023-08-22,NovaConnect Postpaid 60,78,14,False,,
CUST_001334,Business,Perak,2024-05-25,NovaConnect Business Pro,299,5,False,,
CUST_001335,Postpaid,Selangor,2024-09-23,NovaConnect 5G Postpaid 100,128,1,False,,
CUST_001336,Postpaid,Sabah,2023-02-17,NovaConnect Postpaid 40,58,20,False,,
CUST_001337,Prepaid,Kuala Lumpur,2024-01-29,NovaConnect Prepaid Plus,30,9,False,,
CUST_001338,Enterprise,Melaka,2020-06-04,NovaConnect Enterprise 500,2499,53,False,,
CUST_001339,Business,Kuala Lumpur,2024-03-21,NovaConnect Business Elite,399,7,False,,
CUST_001340,Postpaid,Sarawak,2021-08-03,NovaConnect 5G Postpaid 80,98,39,True,2024-10-29,Network Issues - Switched to U Mobile
CUST_001341,Prepaid,Sarawak,2021-04-03,NovaConnect Prepaid Basic,20,43,False,,
CUST_001342,Postpaid,Sabah,2022-09-22,NovaConnect Postpaid 60,78,25,False,,
CUST_001343,Prepaid,Perak,2021-07-18,NovaConnect Prepaid Plus,30,40,False,,
CUST_001344,Prepaid,Kuala Lumpur,2022-02-06,NovaConnect Prepaid Basic,20,33,False,,
CUST_001345,Prepaid,Selangor,2022-05-17,NovaConnect Prepaid Plus,30,29,False,,
CUST_001346,Postpaid,Melaka,2020-01-18,NovaConnect Postpaid 40,58,58,False,,
CUST_001347,Prepaid,Penang,2020-05-07,NovaConnect Prepaid Basic,20,54,False,,
CUST_001348,Prepaid,Perak,2023-04-27,NovaConnect Prepaid Basic,20,18,False,,
CUST_001349,Postpaid,Penang,2021-03-11,NovaConnect Postpaid 60,78,44,False,,
CUST_001350,Prepaid,Perak,2023-04-05,NovaConnect Prepaid Basic,20,19,False,,
CUST_001351,Prepaid,Selangor,2023-04-23,NovaConnect Prepaid Basic,20,18,False,,
CUST_001352,Business,Johor,2021-05-28,NovaConnect Business Elite,399,41,False,,
CUST_001353,Business,Sabah,2021-06-29,NovaConnect Business Pro,299,40,False,,
CUST_001354,Business,Penang,2023-01-10,NovaConnect Business Elite,399,22,False,,
CUST_001355,Postpaid,Selangor,2022-02-10,NovaConnect Postpaid 40,58,33,False,,
CUST_001356,Prepaid,Penang,2023-12-04,NovaConnect Prepaid Basic,20,11,False,,
CUST_001357,Prepaid,Selangor,2021-02-11,NovaConnect Prepaid Basic,20,45,False,,
CUST_001358,Prepaid,Johor,2022-11-22,NovaConnect Prepaid Basic,20,23,False,,
CUST_001359,Business,Perak,2021-04-03,NovaConnect Business Pro,299,43,False,,
CUST_001360,Postpaid,Penang,2024-03-13,NovaConnect 5G Postpaid 80,98,7,False,,
CUST_001361,Postpaid,Sabah,2021-07-17,NovaConnect Postpaid 60,78,40,False,,
CUST_001362,Prepaid,Sabah,2023-07-17,NovaConnect Prepaid Plus,30,15,False,,
CUST_001363,Postpaid,Melaka,2022-08-31,NovaConnect Postpaid 60,78,26,False,,
CUST_001364,Postpaid,Perak,2020-03-24,NovaConnect Postpaid 40,58,56,True,2024-08-20,Better Offer - Switched to Maxis
CUST_001365,Prepaid,Sabah,2023-08-14,NovaConnect Prepaid Basic,20,14,False,,
CUST_001366,Postpaid,Melaka,2021-12-02,NovaConnect Postpaid 60,78,35,False,,
CUST_001367,Postpaid,Sabah,2022-05-03,NovaConnect 5G Postpaid 80,98,30,False,,
CUST_001368,Prepaid,Penang,2024-04-07,NovaConnect Prepaid Basic,20,6,False,,
CUST_001369,Postpaid,Melaka,2020-12-09,NovaConnect Postpaid 40,58,47,True,2024-07-12,Pricing - Switched to U Mobile
CUST_001370,Prepaid,Melaka,2019-11-16,NovaConnect Prepaid Basic,20,60,False,,
CUST_001371,Business,Selangor,2024-06-07,NovaConnect Business Elite,399,4,True,2024-09-11,Network Issues - Switched to Maxis
CUST_001372,Postpaid,Selangor,2020-06-20,NovaConnect Postpaid 60,78,53,False,,
CUST_001373,Postpaid,Perak,2021-11-25,NovaConnect 5G Postpaid 100,128,35,True,2024-10-10,Customer Service - Switched to Digi
CUST_001374,Prepaid,Johor,2022-11-21,NovaConnect Prepaid Basic,20,23,False,,
CUST_001375,Postpaid,Kuala Lumpur,2024-02-24,NovaConnect Postpaid 40,58,8,False,,
CUST_001376,Prepaid,Penang,2023-10-30,NovaConnect Prepaid Plus,30,12,False,,
CUST_001377,Prepaid,Penang,2021-03-05,NovaConnect Prepaid Basic,20,44,False,,
CUST_001378,Enterprise,Selangor,2020-09-29,NovaConnect Enterprise 300,1599,49,False,,
CUST_001379,Business,Sarawak,2024-03-03,NovaConnect Business Pro,299,8,False,,
CUST_001380,Postpaid,Johor,2024-02-25,NovaConnect Postpaid 40,58,8,False,,
CUST_001381,Postpaid,Melaka,2020-03-11,NovaConnect Postpaid 60,78,56,False,,
CUST_001382,Postpaid,Selangor,2023-04-22,NovaConnect Postpaid 40,58,18,False,,
CUST_001383,Prepaid,Selangor,2024-05-29,NovaConnect Prepaid Plus,30,5,False,,
CUST_001384,Postpaid,Melaka,2022-11-15,NovaConnect 5G Postpaid 100,128,23,False,,
CUST_001385,Postpaid,Melaka,2020-02-18,NovaConnect Postpaid 60,78,57,False,,
CUST_001386,Enterprise,Sabah,2023-09-16,NovaConnect Enterprise 300,1599,13,False,,
CUST_001387,Postpaid,Sarawak,2022-01-07,NovaConnect Postpaid 60,78,34,False,,
CUST_001388,Postpaid,Penang,2023-07-24,NovaConnect Postpaid 60,78,15,False,,
CUST_001389,Postpaid,Sarawak,2024-01-09,NovaConnect Postpaid 60,78,9,False,,
CUST_001390,Prepaid,Penang,2024-07-28,NovaConnect Prepaid Basic,20,3,False,,
CUST_001391,Prepaid,Penang,2023-01-10,NovaConnect Prepaid Plus,30,22,False,,
CUST_001392,Postpaid,Kuala Lumpur,2022-01-24,NovaConnect Postpaid 40,58,33,False,,
CUST_001393,Prepaid,Melaka,2020-08-29,NovaConnect Prepaid Plus,30,50,False,,
CUST_001394,Enterprise,Kuala Lumpur,2020-05-26,NovaConnect Enterprise 300,1599,54,True,2024-06-02,Better Offer - Switched to Maxis
CUST_001395,Postpaid,Penang,2020-08-11,NovaConnect Postpaid 60,78,51,False,,
CUST_001396,Postpaid,Sarawak,2023-07-05,NovaConnect Postpaid 40,58,16,False,,
CUST_001397,Postpaid,Melaka,2024-08-04,NovaConnect Postpaid 60,78,2,False,,
CUST_001398,Postpaid,Perak,2020-08-31,NovaConnect Postpaid 60,78,50,True,2024-06-12,Customer Service - Switched to Digi
CUST_001399,Business,Selangor,2020-11-09,NovaConnect Business Elite,399,48,False,,
CUST_001400,Business,Perak,2020-09-27,NovaConnect Business Elite,399,49,False,,
CUST_001401,Prepaid,Sabah,2020-01-23,NovaConnect Prepaid Plus,30,58,False,,
CUST_001402,Postpaid,Kuala Lumpur,2021-08-06,NovaConnect Postpaid 40,58,39,False,,
CUST_001403,Postpaid,Sarawak,2020-01-14,NovaConnect 5G Postpaid 80,98,58,False,,
CUST_001404,Business,Selangor,2020-10-30,NovaConnect Business Pro,299,48,False,,
CUST_001405,Prepaid,Kuala Lumpur,2020-12-02,NovaConnect Prepaid Plus,30,47,False,,
CUST_001406,Postpaid,Kuala Lumpur,2020-04-29,NovaConnect 5G Postpaid 80,98,54,False,,
CUST_001407,Enterprise,Sarawak,2019-12-05,NovaConnect Enterprise 300,1599,59,False,,
CUST_001408,Postpaid,Perak,2023-08-10,NovaConnect 5G Postpaid 80,98,14,False,,
CUST_001409,Postpaid,Penang,2020-01-23,NovaConnect Postpaid 40,58,58,False,,
CUST_001410,Postpaid,Perak,2022-05-08,NovaConnect Postpaid 40,58,30,False,,
CUST_001411,Postpaid,Perak,2023-02-18,NovaConnect 5G Postpaid 100,128,20,False,,
CUST_001412,Postpaid,Kuala Lumpur,2020-03-31,NovaConnect Postpaid 40,58,55,False,,
CUST_001413,Enterprise,Selangor,2021-10-30,NovaConnect Enterprise 300,1599,36,False,,
CUST_001414,Postpaid,Perak,2022-06-30,NovaConnect 5G Postpaid 80,98,28,False,,
CUST_001415,Business,Perak,2024-05-10,NovaConnect Business Pro,299,5,False,,
CUST_001416,Prepaid,Sabah,2023-03-20,NovaConnect Prepaid Basic,20,19,False,,
CUST_001417,Postpaid,Sarawak,2023-03-14,NovaConnect 5G Postpaid 100,128,19,False,,
CUST_001418,Postpaid,Selangor,2020-08-14,NovaConnect Postpaid 40,58,51,False,,
CUST_001419,Postpaid,Perak,2020-09-10,NovaConnect 5G Postpaid 100,128,50,False,,
CUST_001420,Postpaid,Sarawak,2021-02-20,NovaConnect Postpaid 60,78,45,False,,
CUST_001421,Postpaid,Penang,2022-03-31,NovaConnect Postpaid 40,58,31,False,,
CUST_001422,Postpaid,Sarawak,2020-08-28,NovaConnect 5G Postpaid 80,98,50,True,2024-07-27,Network Issues - Switched to Maxis
CUST_001423,Prepaid,Kuala Lumpur,2022-12-24,NovaConnect Prepaid Plus,30,22,False,,
CUST_001424,Postpaid,Kuala Lumpur,2024-05-12,NovaConnect Postpaid 60,78,5,False,,
CUST_001425,Business,Kuala Lumpur,2021-11-24,NovaConnect Business Elite,399,35,False,,
CUST_001426,Postpaid,Perak,2021-04-15,NovaConnect 5G Postpaid 80,98,43,False,,
CUST_001427,Prepaid,Melaka,2019-11-27,NovaConnect Prepaid Basic,20,60,False,,
CUST_001428,Prepaid,Melaka,2019-12-22,NovaConnect Prepaid Basic,20,59,False,,
CUST_001429,Business,Kuala Lumpur,2022-09-03,NovaConnect Business Elite,399,26,False,,
CUST_001430,Postpaid,Selangor,2024-01-12,NovaConnect 5G Postpaid 80,98,9,False,,
CUST_001431,Postpaid,Penang,2023-01-24,NovaConnect 5G Postpaid 80,98,21,False,,
CUST_001432,Postpaid,Perak,2022-08-11,NovaConnect Postpaid 60,78,27,False,,
CUST_001433,Postpaid,Sarawak,2024-05-02,NovaConnect Postpaid 60,78,6,False,,
CUST_001434,Prepaid,Penang,2022-09-30,NovaConnect Prepaid Basic,20,25,False,,
CUST_001435,Postpaid,Sarawak,2021-03-22,NovaConnect 5G Postpaid 80,98,44,False,,
CUST_001436,Prepaid,Perak,2023-09-25,NovaConnect Prepaid Basic,20,13,False,,
CUST_001437,Postpaid,Sabah,2023-01-04,NovaConnect Postpaid 60,78,22,False,,
CUST_001438,Postpaid,Kuala Lumpur,2023-02-23,NovaConnect 5G Postpaid 100,128,20,False,,
CUST_001439,Postpaid,Penang,2022-08-05,NovaConnect Postpaid 60,78,27,False,,
CUST_001440,Prepaid,Sabah,2022-09-11,NovaConnect Prepaid Plus,30,26,False,,
CUST_001441,Postpaid,Sarawak,2024-03-19,NovaConnect Postpaid 40,58,7,False,,
CUST_001442,Enterprise,Johor,2024-08-19,NovaConnect Enterprise 300,1599,2,False,,
CUST_001443,Postpaid,Selangor,2019-12-25,NovaConnect 5G Postpaid 80,98,59,False,,
CUST_001444,Business,Kuala Lumpur,2021-07-22,NovaConnect Business Elite,399,39,False,,
CUST_001445,Enterprise,Selangor,2023-09-14,NovaConnect Enterprise 300,1599,13,False,,
CUST_001446,Prepaid,Penang,2019-12-10,NovaConnect Prepaid Basic,20,59,False,,
CUST_001447,Prepaid,Sabah,2022-04-19,NovaConnect Prepaid Basic,20,30,False,,
CUST_001448,Postpaid,Penang,2021-03-05,NovaConnect Postpaid 60,78,44,False,,
CUST_001449,Business,Sabah,2020-07-24,NovaConnect Business Pro,299,52,False,,
CUST_001450,Postpaid,Kuala Lumpur,2023-05-06,NovaConnect 5G Postpaid 80,98,18,False,,
CUST_001451,Business,Sarawak,2020-08-01,NovaConnect Business Elite,399,51,False,,
CUST_001452,Prepaid,Selangor,2024-01-18,NovaConnect Prepaid Plus,30,9,False,,
CUST_001453,Prepaid,Penang,2023-12-30,NovaConnect Prepaid Plus,30,10,False,,
CUST_001454,Postpaid,Johor,2024-05-24,NovaConnect 5G Postpaid 80,98,5,False,,
CUST_001455,Prepaid,Johor,2024-06-27,NovaConnect Prepaid Plus,30,4,False,,
CUST_001456,Prepaid,Johor,2022-04-14,NovaConnect Prepaid Plus,30,31,False,,
CUST_001457,Postpaid,Penang,2024-05-12,NovaConnect 5G Postpaid 80,98,5,False,,
CUST_001458,Prepaid,Perak,2019-12-21,NovaConnect Prepaid Basic,20,59,False,,
CUST_001459,Postpaid,Johor,2021-05-16,NovaConnect Postpaid 40,58,42,False,,
CUST_001460,Enterprise,Selangor,2024-09-02,NovaConnect Enterprise 500,2499,2,False,,
CUST_001461,Postpaid,Perak,2022-11-05,NovaConnect 5G Postpaid 100,128,24,False,,
CUST_001462,Prepaid,Sabah,2020-01-18,NovaConnect Prepaid Plus,30,58,False,,
CUST_001463,Postpaid,Penang,2021-09-15,NovaConnect Postpaid 40,58,38,False,,
CUST_001464,Postpaid,Sabah,2024-01-07,NovaConnect 5G Postpaid 100,128,9,False,,
CUST_001465,Prepaid,Melaka,2020-12-08,NovaConnect Prepaid Plus,30,47,False,,
CUST_001466,Prepaid,Melaka,2020-04-04,NovaConnect Prepaid Plus,30,55,False,,
CUST_001467,Postpaid,Sabah,2022-03-11,NovaConnect 5G Postpaid 100,128,32,False,,
CUST_001468,Business,Perak,2023-09-07,NovaConnect Business Elite,399,14,False,,
CUST_001469,Postpaid,Penang,2024-07-03,NovaConnect Postpaid 40,58,4,False,,
CUST_001470,Prepaid,Sabah,2022-11-04,NovaConnect Prepaid Plus,30,24,False,,
CUST_001471,Business,Perak,2022-01-02,NovaConnect Business Pro,299,34,False,,
CUST_001472,Prepaid,Penang,2022-03-15,NovaConnect Prepaid Basic,20,32,False,,
CUST_001473,Postpaid,Selangor,2022-10-21,NovaConnect Postpaid 60,78,24,False,,
CUST_001474,Postpaid,Selangor,2022-03-10,NovaConnect Postpaid 60,78,32,False,,
CUST_001475,Postpaid,Perak,2020-06-14,NovaConnect 5G Postpaid 100,128,53,False,,
CUST_001476,Postpaid,Sabah,2020-01-06,NovaConnect Postpaid 40,58,58,False,,
CUST_001477,Enterprise,Perak,2024-05-22,NovaConnect Enterprise 500,2499,5,False,,
CUST_001478,Postpaid,Melaka,2022-10-12,NovaConnect Postpaid 60,78,25,False,,
CUST_001479,Postpaid,Johor,2020-09-03,NovaConnect Postpaid 60,78,50,False,,
CUST_001480,Prepaid,Melaka,2022-04-04,NovaConnect Prepaid Basic,20,31,False,,
CUST_001481,Postpaid,Perak,2023-10-02,NovaConnect 5G Postpaid 100,128,13,False,,
CUST_001482,Business,Perak,2024-05-08,NovaConnect Business Pro,299,5,False,,
CUST_001483,Prepaid,Johor,2023-06-18,NovaConnect Prepaid Basic,20,16,True,2024-09-16,Network Issues - Switched to U Mobile
CUST_001484,Business,Penang,2024-01-10,NovaConnect Business Pro,299,9,False,,
CUST_001485,Prepaid,Penang,2022-05-09,NovaConnect Prepaid Plus,30,30,False,,
CUST_001486,Business,Perak,2020-02-03,NovaConnect Business Pro,299,57,False,,
CUST_001487,Prepaid,Selangor,2021-08-17,NovaConnect Prepaid Basic,20,39,False,,
CUST_001488,Prepaid,Melaka,2021-04-15,NovaConnect Prepaid Plus,30,43,False,,
CUST_001489,Enterprise,Penang,2023-04-01,NovaConnect Enterprise 300,1599,19,True,2024-08-27,Customer Service - Switched to Digi
CUST_001490,Postpaid,Perak,2021-05-17,NovaConnect Postpaid 40,58,42,False,,
CUST_001491,Prepaid,Perak,2023-08-08,NovaConnect Prepaid Basic,20,15,False,,
CUST_001492,Prepaid,Kuala Lumpur,2023-04-04,NovaConnect Prepaid Basic,20,19,False,,
CUST_001493,Prepaid,Kuala Lumpur,2019-12-11,NovaConnect Prepaid Plus,30,59,True,2024-10-20,Customer Service - Switched to Digi
CUST_001494,Prepaid,Melaka,2023-01-03,NovaConnect Prepaid Basic,20,22,False,,
CUST_001495,Postpaid,Kuala Lumpur,2024-07-09,NovaConnect Postpaid 60,78,3,False,,
CUST_001496,Prepaid,Melaka,2020-07-07,NovaConnect Prepaid Basic,20,52,False,,
CUST_001497,Postpaid,Perak,2022-04-19,NovaConnect Postpaid 60,78,30,False,,
CUST_001498,Prepaid,Penang,2024-08-30,NovaConnect Prepaid Basic,20,2,False,,
CUST_001499,Postpaid,Kuala Lumpur,2023-10-22,NovaConnect Postpaid 60,78,12,False,,
CUST_001500,Postpaid,Melaka,2020-01-04,NovaConnect Postpaid 40,58,58,False,,
CUST_001501,Business,Johor,2023-08-20,NovaConnect Business Pro,299,14,False,,
CUST_001502,Postpaid,Selangor,2019-12-18,NovaConnect 5G Postpaid 80,98,59,False,,
CUST_001503,Business,Kuala Lumpur,2021-03-22,NovaConnect Business Elite,399,44,False,,
CUST_001504,Postpaid,Penang,2020-04-26,NovaConnect 5G Postpaid 80,98,55,False,,
CUST_001505,Postpaid,Sarawak,2020-09-06,NovaConnect Postpaid 60,78,50,False,,
CUST_001506,Postpaid,Perak,2023-10-02,NovaConnect 5G Postpaid 100,128,13,False,,
CUST_001507,Enterprise,Perak,2024-03-31,NovaConnect Enterprise 500,2499,7,False,,
CUST_001508,Prepaid,Johor,2020-09-13,NovaConnect Prepaid Plus,30,50,False,,
CUST_001509,Postpaid,Perak,2020-11-24,NovaConnect 5G Postpaid 80,98,47,False,,
CUST_001510,Prepaid,Penang,2020-05-26,NovaConnect Prepaid Plus,30,54,False,,
CUST_001511,Postpaid,Johor,2024-07-17,NovaConnect Postpaid 40,58,3,False,,
CUST_001512,Postpaid,Penang,2020-04-24,NovaConnect 5G Postpaid 80,98,55,False,,
CUST_001513,Prepaid,Kuala Lumpur,2020-08-14,NovaConnect Prepaid Basic,20,51,False,,
CUST_001514,Prepaid,Penang,2021-05-29,NovaConnect Prepaid Plus,30,41,False,,
CUST_001515,Postpaid,Penang,2021-11-18,NovaConnect Postpaid 40,58,35,False,,
CUST_001516,Prepaid,Penang,2023-07-03,NovaConnect Prepaid Plus,30,16,False,,
CUST_001517,Postpaid,Sarawak,2022-02-28,NovaConnect 5G Postpaid 100,128,32,False,,
CUST_001518,Postpaid,Penang,2022-02-19,NovaConnect Postpaid 40,58,32,False,,
CUST_001519,Postpaid,Johor,2023-03-29,NovaConnect Postpaid 40,58,19,False,,
CUST_001520,Postpaid,Johor,2020-11-09,NovaConnect Postpaid 60,78,48,False,,
CUST_001521,Business,Sarawak,2023-03-22,NovaConnect Business Elite,399,19,False,,
CUST_001522,Business,Kuala Lumpur,2023-06-10,NovaConnect Business Pro,299,17,False,,
CUST_001523,Prepaid,Melaka,2023-01-14,NovaConnect Prepaid Plus,30,21,False,,
CUST_001524,Postpaid,Sabah,2022-10-11,NovaConnect Postpaid 40,58,25,False,,
CUST_001525,Enterprise,Perak,2020-11-07,NovaConnect Enterprise 500,2499,48,False,,
CUST_001526,Postpaid,Perak,2024-08-02,NovaConnect 5G Postpaid 100,128,3,False,,
CUST_001527,Postpaid,Perak,2021-09-02,NovaConnect 5G Postpaid 80,98,38,False,,
CUST_001528,Enterprise,Perak,2023-11-27,NovaConnect Enterprise 300,1599,11,False,,
CUST_001529,Prepaid,Sabah,2022-04-06,NovaConnect Prepaid Basic,20,31,False,,
CUST_001530,Postpaid,Selangor,2023-01-25,NovaConnect 5G Postpaid 100,128,21,False,,
CUST_001531,Postpaid,Selangor,2024-04-19,NovaConnect 5G Postpaid 100,128,6,False,,
CUST_001532,Business,Penang,2020-04-16,NovaConnect Business Elite,399,55,False,,
CUST_001533,Prepaid,Sabah,2022-03-31,NovaConnect Prepaid Basic,20,31,False,,
CUST_001534,Prepaid,Selangor,2020-09-19,NovaConnect Prepaid Basic,20,50,False,,
CUST_001535,Prepaid,Kuala Lumpur,2020-12-04,NovaConnect Prepaid Plus,30,47,False,,
CUST_001536,Postpaid,Kuala Lumpur,2022-03-01,NovaConnect Postpaid 60,78,32,False,,
CUST_001537,Business,Selangor,2021-11-04,NovaConnect Business Elite,399,36,True,2024-07-30,Better Offer - Switched to Maxis
CUST_001538,Business,Perak,2021-01-30,NovaConnect Business Pro,299,45,False,,
CUST_001539,Prepaid,Sarawak,2024-04-13,NovaConnect Prepaid Plus,30,6,False,,
CUST_001540,Postpaid,Sarawak,2020-02-21,NovaConnect 5G Postpaid 100,128,57,False,,
CUST_001541,Postpaid,Sarawak,2023-12-27,NovaConnect 5G Postpaid 100,128,10,False,,
CUST_001542,Postpaid,Sabah,2020-07-29,NovaConnect 5G Postpaid 80,98,51,False,,
CUST_001543,Prepaid,Johor,2020-07-16,NovaConnect Prepaid Plus,30,52,False,,
CUST_001544,Prepaid,Perak,2023-06-19,NovaConnect Prepaid Basic,20,16,False,,
CUST_001545,Prepaid,Melaka,2019-12-11,NovaConnect Prepaid Basic,20,59,False,,
CUST_001546,Postpaid,Perak,2022-06-06,NovaConnect 5G Postpaid 100,128,29,False,,
CUST_001547,Postpaid,Sarawak,2022-07-19,NovaConnect Postpaid 40,58,27,False,,
CUST_001548,Postpaid,Melaka,2023-07-08,NovaConnect Postpaid 60,78,16,False,,
CUST_001549,Postpaid,Melaka,2021-08-26,NovaConnect 5G Postpaid 80,98,38,False,,
CUST_001550,Business,Johor,2021-09-08,NovaConnect Business Pro,299,38,False,,
CUST_001551,Prepaid,Melaka,2021-01-30,NovaConnect Prepaid Plus,30,45,False,,
CUST_001552,Postpaid,Johor,2021-06-27,NovaConnect Postpaid 60,78,40,False,,
CUST_001553,Business,Perak,2020-12-07,NovaConnect Business Pro,299,47,False,,
CUST_001554,Prepaid,Sarawak,2020-04-16,NovaConnect Prepaid Basic,20,55,False,,
CUST_001555,Prepaid,Selangor,2021-09-12,NovaConnect Prepaid Plus,30,38,False,,
CUST_001556,Postpaid,Johor,2023-06-21,NovaConnect 5G Postpaid 80,98,16,False,,
CUST_001557,Postpaid,Selangor,2022-06-13,NovaConnect 5G Postpaid 80,98,29,False,,
CUST_001558,Postpaid,Johor,2022-09-13,NovaConnect Postpaid 40,58,26,False,,
CUST_001559,Enterprise,Kuala Lumpur,2023-02-14,NovaConnect Enterprise 300,1599,20,False,,
CUST_001560,Business,Sarawak,2023-12-22,NovaConnect Business Pro,299,10,False,,
CUST_001561,Postpaid,Penang,2020-08-08,NovaConnect Postpaid 60,78,51,False,,
CUST_001562,Business,Melaka,2024-08-28,NovaConnect Business Elite,399,2,False,,
CUST_001563,Postpaid,Johor,2021-05-28,NovaConnect 5G Postpaid 80,98,41,False,,
CUST_001564,Postpaid,Sarawak,2020-05-26,NovaConnect Postpaid 60,78,54,False,,
CUST_001565,Postpaid,Sarawak,2020-05-01,NovaConnect 5G Postpaid 80,98,54,False,,
CUST_001566,Postpaid,Perak,2024-03-19,NovaConnect Postpaid 40,58,7,True,2024-05-12,Network Issues - Switched to Maxis
CUST_001567,Prepaid,Perak,2021-12-31,NovaConnect Prepaid Plus,30,34,False,,
CUST_001568,Postpaid,Johor,2021-02-12,NovaConnect 5G Postpaid 80,98,45,False,,
CUST_001569,Enterprise,Penang,2020-11-07,NovaConnect Enterprise 300,1599,48,False,,
CUST_001570,Business,Sabah,2021-01-02,NovaConnect Business Elite,399,46,False,,
CUST_001571,Postpaid,Sabah,2021-08-29,NovaConnect Postpaid 60,78,38,False,,
CUST_001572,Prepaid,Sabah,2020-07-22,NovaConnect Prepaid Plus,30,52,False,,
CUST_001573,Postpaid,Sabah,2022-06-21,NovaConnect 5G Postpaid 100,128,28,False,,
CUST_001574,Postpaid,Perak,2020-01-20,NovaConnect 5G Postpaid 100,128,58,False,,
CUST_001575,Prepaid,Johor,2023-04-01,NovaConnect Prepaid Basic,20,19,False,,
CUST_001576,Postpaid,Perak,2020-09-02,NovaConnect Postpaid 40,58,50,False,,
CUST_001577,Prepaid,Kuala Lumpur,2023-11-17,NovaConnect Prepaid Basic,20,11,False,,
CUST_001578,Business,Kuala Lumpur,2021-07-04,NovaConnect Business Pro,299,40,False,,
CUST_001579,Prepaid,Johor,2021-08-10,NovaConnect Prepaid Plus,30,39,False,,
CUST_001580,Postpaid,Johor,2022-09-18,NovaConnect 5G Postpaid 80,98,25,False,,
CUST_001581,Postpaid,Perak,2020-09-30,NovaConnect Postpaid 60,78,49,False,,
CUST_001582,Postpaid,Selangor,2020-09-19,NovaConnect Postpaid 40,58,50,False,,
CUST_001583,Postpaid,Perak,2022-07-29,NovaConnect Postpaid 40,58,27,True,2024-08-02,Network Issues - Switched to Maxis
CUST_001584,Business,Kuala Lumpur,2022-08-20,NovaConnect Business Pro,299,26,False,,
CUST_001585,Prepaid,Johor,2022-03-01,NovaConnect Prepaid Plus,30,32,False,,
CUST_001586,Postpaid,Johor,2021-01-28,NovaConnect 5G Postpaid 80,98,45,False,,
CUST_001587,Postpaid,Johor,2021-04-24,NovaConnect 5G Postpaid 80,98,42,False,,
CUST_001588,Postpaid,Sabah,2023-08-11,NovaConnect 5G Postpaid 80,98,14,False,,
CUST_001589,Business,Johor,2021-05-03,NovaConnect Business Pro,299,42,False,,
CUST_001590,Postpaid,Sabah,2024-02-08,NovaConnect Postpaid 40,58,8,False,,
